70147;COOPERATIVA MERCADO AGROPECUARIO PROYECTO FUTURO;;CALLE PALATINO SIN NÚMERO ESQUINA SAN CARLOS;26/06/2013;2310;5311;0;313;999;1;CNoA;08;5;
70148;COOPERATIVA MERCADO AGROPECUARIO EL SOL;;CALLE COMPOSTELA NO. 609, ENTRE LUZ Y PORVENIR;26/06/2013;2304;5311;0;313;999;1;CNoA;08;5;
70149;COOPERATIVA MERCADO AGROPECUARIO 118 Y 39;;CALLE 118, ESQUINA A 39;26/06/2013;2311;5311;0;313;999;1;CNoA;08;5;
70150;COOPERATIVA MERCADO AGROPECUARIO ZAMORA COCO SOLO;;CALLE 130 ESQUINA A 39;26/06/2013;2311;5311;0;313;999;1;CNoA;08;5;
70151;COOPERATIVA CONSTRUCTORA ATLANTICO;CCA;CALLE PEREZ NO. 420, ENTRE REFORMA Y GUASABACOA, RPTO. LUYANO;26/06/2013;2309;4520;0;126;999;1;CNoA;08;5;
70152;COOPERATIVA MERCADO AGROPECUARIO EL LOGRO;;CALLE ARDAY, ENTRE A Y D, LOCALIDAD EL TRIGAL;26/06/2013;2313;5311;0;313;999;1;CNoA;08;5;
70154;COOPERATIVA MERCADO AGROPECUARIO LA COMPLACIENTE;;CALLE CALZADA DEL WAJAY NO. 1886, ENTRE 188 Y 219, FONTANAR;26/06/2013;2313;5311;0;313;999;1;CNoA;08;5;
70155;COOPERATIVA MERCADO AGROPECUARIO ESCALA;;CALLE SERGIO GONZALEZ Y CLAVEL;26/06/2013;2307;5311;0;313;999;1;CNoA;08;5;
70156;COOPERATIVA MERCADO AGROPECUARIO EL MATANCERO;;CALLE 162C, ENTRE 3RA C Y 3RA B, ZONA 1, ALAMAR;26/06/2013;2306;5311;0;313;999;1;CNoA;08;5;
70157;COOPERATIVA MERCADO AGROPECUARIO FLOR DEL ESTE;;CALLE 16, S/N, ENTRE 2DA Y 4TA, REPARTO GUITERAS;26/06/2013;2306;5311;0;313;999;1;CNoA;08;5;
70158;COOPERATIVA NO AGROPECUARIA ANTONIO MACEO;;AVENIDA 23 ENTRE 20 Y 22;26/06/2013;2403;5311;0;327;999;1;CNoA;08;5;
70159;COOPERATIVA NO AGROPECUARIA MERCADO AGROPECUARIO BATABANO;;AVENIDA 71 ENTRE 68 Y FINAL;26/06/2013;2410;5311;0;327;999;1;CNoA;08;5;
70160;COOPERATIVA NO AGROPECUARIA PINILLO;;CALLE 76 ENTRE 81 Y 91;26/06/2013;2408;5311;0;327;999;1;CNoA;08;5;
70161;COOPERATIVA NO AGROPECUARIA 8 DE MARZO;;CALLE 21 ENTRE 18 Y 20;26/06/2013;2411;5311;0;327;999;1;CNoA;08;5;
70162;COOPERATIVA NO AGROPECUARIA LA CONQUISTADORA;;CALLE 18 ENTRE 7MA Y 9NA;26/06/2013;2404;5311;0;327;999;1;CNoA;08;5;
70163;COOPERATIVA NO AGROPECUARIA NUEVA LINEA;;CALLE 38 ENTRE 31 Y 33;26/06/2013;2405;5311;0;327;999;1;CNoA;08;5;
70164;COOPERATIVA NO AGROPECUARIA LA UNICA;;AVENIDA 37 S/N ENTRE 36 Y 38;26/06/2013;2407;5311;0;327;999;1;CNoA;08;5;
70165;COOPERATIVA NO AGROPECUARIA LOS HERMANOS;;CALLE 12 NO. 2507 ENTRE 25 Y 29;26/06/2013;2406;5311;0;327;999;1;CNoA;08;5;
70166;COOPERATIVA MERCADO AGROPECUARIO 9NA. E I;;CALLE 9NA, ESQUINA A I;27/06/2013;2302;5311;0;313;999;1;CNoA;08;5;
70167;COOPERATIVA MERCADO AGROPECUARIO 26 y 41;;CALLE 26 ENTRE 39 Y 41;27/06/2013;2302;5311;0;313;999;1;CNoA;08;5;
70168;COOPERATIVA MERCADO AGROPECUARIO 25 Y 10;;CALLE 10 ENTRE 25 Y 27;27/06/2013;2302;5311;0;313;999;1;CNoA;08;5;
70169;COOPERATIVA MERCADO AGROPECUARIO CAYO HUESO;;HOSPITAL Y SAN RAFAEL;27/06/2013;2303;5311;0;313;999;1;CNoA;08;5;
70170;COOPERATIVA MERCADO AGROPECUARIO EL ARROYO;;CALLE MERCADO, ENTRE ARROYO Y SANTA MARTA;27/06/2013;2303;5311;0;313;999;1;CNoA;08;5;
70171;COOPERATIVA MERCADO AGROPECUARIO EL MONACO;;CALLE GOSS, ENTRE MAYIA RODRIGUEZ Y AMADO;27/06/2013;2309;5311;0;313;999;1;CNoA;08;5;
70172;COOPERATIVA MERCADO AGROPECUARIO LOS PINOS;;FERNANDEZ DE CASTRO, ENTRE FINLAY Y CISNEROS BETANCOURT, LOCALIDAD LOS PINOS;27/06/2013;2314;5311;0;313;999;1;CNoA;08;5;
70173;COOPERATIVA MERCADO AGROPECUARIO EL ELECTRICO;;CALLE PALLARE S/N, ENTRE CAMILO CIENFUEGOS Y MARTI, LOCALIDAD EL ELECTRICO;27/06/2013;2314;5311;0;313;999;1;CNoA;08;5;
70174;COOPERATIVA MERCADO AGROPECUARIO VENCEREMOS;;CALLE MARIA LUISA ENTRE PEDRO NUEVO Y LIBERTAD, REPARTO FRATERNIDAD;27/06/2013;2314;5311;0;313;999;1;CNoA;08;5;
70175;COOPERATIVA MERCADO AGROPECUARIO 1RA Y D;;CALLE 1RA, ENTRE C Y D, REPARTO POEY;27/06/2013;2314;5311;0;313;999;1;CNoA;08;5;
70176;COOPERATIVA MERCADO AGROPECUARIO MANTILLA;;CALLE CALZADA DE MANAGUA ENTRE 1RA Y 2DA;27/06/2013;2314;5311;0;313;999;1;CNoA;08;5;
70177;COOPERATIVA MERCADO AGROPECUARIO EL TRANVIA;;CALLE MACEO, ESQUINA VERSALLES;27/06/2013;2307;5311;0;313;999;1;CNoA;08;5;
70178;COOPERATIVA CONSTRUCTORA DAMASO;;CALLE SANTA TERESA NO. 309, ENTRE MAZARREDO Y LINDERO, NUEVO VEDADO;27/06/2013;2302;4520;0;126;999;1;CNoA;08;5;
70179;COOPERATIVA MERCADO AGROPECUARIO EL TRIUNFO;;EDIFICIO 320, REPARTO CAMILO CIENFUEGOS;27/06/2013;2306;5311;0;313;999;1;CNoA;08;5;
70180;COOPERATIVA MERCADO AGROPECUARIO LAS AVENIDAS;;CALLE 176 ENTRE 5TA Y 1RA D, ALAMAR;27/06/2013;2306;5311;0;313;999;1;CNoA;08;5;
70181;COOPERATIVA MERCADO AGROPECUARIO LA GRANJITA;;CALLE COLON, ENTRE SAN CRISTOBAL Y CALZADA DEL CERRO;27/06/2013;2310;5311;0;313;999;1;CNoA;08;5;
70182;COOPERATIVA MERCADO AGROPECUARIO AMISTAD Y VIRTUDES;;CALLE VIRTUDES, ESQUINA A AMISTAD;27/06/2013;2303;5311;0;313;999;1;CNoA;08;5;
70183;COOPERATIVA MERCADO AGROPECUARIO LA CORONELA;;CALLE 222-A, ENTRE 23 Y 25, LOCALIDAD LA CORONELA;27/06/2013;2312;5311;0;313;999;1;CNoA;08;5;
70184;COOPERATIVA MERCADO AGROPECUARIO CUATRO CAMINOS;;CALLE 101, ENTRE 100 Y 102, CUATRO CAMINOS;27/06/2013;2315;5311;0;313;999;1;CNoA;08;5;
70185;COOPERATIVA MERCADO AGROPECUARIO TORRIENTES;;CALLE 26-A, ENTRE 63 Y 65, LOCALIDAD TORRIENTES;27/06/2013;2315;5311;0;313;999;1;CNoA;08;5;
70186;COOPERATIVA NO AGROPECUARIA RECICLAJE DE DESECHOS DE ARTEMISA;;CALLE 33 NO. 3402 ENTRE 34 Y 36;27/06/2013;2209;3950;0;102;999;1;CNoA;08;5;
70187;COOPERATIVA MERCADO AGROPECUARIO LOTERIA;;CALLE 44, ENTRE 97 Y 99, REPARTO LOTERIA;28/06/2013;2315;5311;0;313;999;1;CNoA;08;5;
70188;COOPERATIVA DE SERVICIOS DE CONSTRUCCION, MANTENIMIENTO Y MONTAJE;GENEC;CALLE MANUEL GONZALEZ, NO 19527 ENTRE GABRIEL Y PEPE PRIETO, LOCALIDAD ROSALIA;28/06/2013;2308;4520;0;126;999;1;CNoA;08;5;
70189;COOPERATIVA MERCADO AGROPECUARIO LA ESPERANZA;;CALLE PARQUE OESTE ENTRE 10 Y 11, REPARTO EMBIL;28/06/2013;2313;5311;0;313;999;1;CNoA;08;5;
70190;COOPERATIVA MERCADO AGROPECUARIO LA PINA;;CALLE PERFECTO LACOSTE Y MASO;28/06/2013;2310;5311;0;313;999;1;CNoA;08;5;
70191;COOPERATIVA MERCADO AGROPECUARIO SHALOOM;;CALZADA DE GUINES ENTRE MANGO Y ROMANICH;28/06/2013;2308;5311;0;313;999;1;CNoA;08;5;
70192;COOPERATIVA MERCADO AGROPECUARIO LA CAROLINA;;CALZADA DE SAN MIGUEL ENTRE E Y GARRIDO, REPARTO LA CAROLINA;28/06/2013;2308;5311;0;313;999;1;CNoA;08;5;
70193;COOPERATIVA MERCADO AGROPECUARIO SAN JUAN DE LOS PINOS;;CALLE SAN JUAN DE LOS PINOS ENTRE 2DA Y B;28/06/2013;2308;5311;0;313;999;1;CNoA;08;5;
70194;COOPERATIVA MERCADO AGROPECUARIO PLAZA CERRO;;CALLE TULIPÁN SIN NÚMERO, ENTRE CLAVEL Y MARIANO;28/06/2013;2310;5311;0;313;999;1;CNoA;08;5;
70195;COOPERATIVA MERCADO AGROPECUARIO SAN BERNARDINO;;CALLE SAN BERNARDINO, ENTRE DUREGE Y SERRANO;28/06/2013;2309;5311;0;313;999;1;CNoA;08;5;
70196;COOPERATIVA MERCADO AGROPECUARIO LOS BENAVIDES;;CALLE BENAVIDES, ENTRE COMPROMISO Y REGLITA;28/06/2013;2309;5311;0;313;999;1;CNoA;08;5;
70197;COOPERATIVA MERCADO AGROPECUARIO CIELOS ABIERTOS;;332 Y 55, REPARTO CONCEPCION;28/06/2013;2312;5311;0;313;999;1;CNoA;08;5;
70198;COOPERATIVA DE SERVICIOS DE TRANSPORTE DE PASAJEROS;SERVIPAS;CALLE 102 NO.9909, ENTRE 99 Y 101;28/06/2013;2315;6021;0;151;999;1;CNoA;08;5;
70199;COOPERATIVA MERCADO AGROPECUARIO 21 Y TEJAR;;CALLE 21 Y TEJAR, REPARTO VISTA ALEGRE;28/06/2013;2309;5311;0;313;999;1;CNoA;08;5;
70200;COOPERATIVA MERCADO AGROPECUARIO LAGUERUELA;;CALLE LAGUERUELA ENTRE JORGE Y AVELLANEDA;28/06/2013;2309;5311;0;313;999;1;CNoA;08;5;
70201;COOPERATIVA MERCADO AGROPECUARIO EL AFAN;;CALLE 1RA, S/N ENTRE 2DA Y 3RA, REPARTO AFAN.;28/06/2013;2308;5311;0;313;999;1;CNoA;08;5;
70202;COOPERATIVA MERCADO AGROPECUARIO VERSALLES;;CALLE 172, ESQUINA A 41, LOCALIDAD VERSALLES;28/06/2013;2312;5311;0;313;999;1;CNoA;08;5;
70203;COOPERATIVA MERCADO AGROPECUARIO EL CRIOLLO;;CALZADA DE SAN MIGUEL DEL PADRON ESQUINA A HERMANOS AMEJEIRAS, REPARTO DIEZMERO.;28/06/2013;2308;5311;0;313;999;1;CNoA;08;5;
70204;COOPERATIVA MERCADO AGROPECUARIO EL BOSQUE;;AVE. INDEPENDENCIA ENTRE LINEA DEL FERROCARRIL Y 323, RANCHO BOYEROS;28/06/2013;2313;5311;0;313;999;1;CNoA;08;5;
70205;COOPERATIVA MERCADO AGROPECUARIO 11 Y F;;CALLE 11 ENTRE F Y G, LOCALIDAD LAWTON.;28/06/2013;2309;5311;0;313;999;1;CNoA;08;5;
70206;COOPERATIVA MERCADO AGROPECUARIO LA NUEVA JOYA;;CALLE 250, ENTRE 35 Y 37, LOCALIDAD SAN AGUSTIN;28/06/2013;2312;5311;0;313;999;1;CNoA;08;5;
70207;COOPERATIVA MERCADO AGROPECUARIO EL COMPLACIENTE;;VIA BLANCA ENTRE AVENIDA DE GUANABACOA Y CALLE 10, REPARTO CHIVAS;28/06/2013;2307;5311;0;313;999;1;CNoA;08;5;
70208;COOPERATIVA MERCADO AGROPECUARIO LA ALBORADA;;CALLE A, ENTRE 10 Y 100, REPARTO ALTAHABANA;28/06/2013;2313;5311;0;313;999;1;CNoA;08;5;
70209;COOPERATIVA MERCADO AGROPECUARIO LAS PIEDRAS;;CALLE E S/N, ESQUINA A SEPTIMA;28/06/2013;2313;5311;0;313;999;1;CNoA;08;5;
70210;COOPERATIVA LA CUBANA;;CALLE ZAPATA Y CALLE 22;28/06/2013;2302;5040;0;151;999;1;CNoA;08;5;
70211;COOPERATIVA RECONSTRUCTORA DE VEHICULOS;;VIA BLANCA NO. 575, ENTRE PRIMELLES Y PALATINO;28/06/2013;2310;5040;0;151;999;1;CNoA;08;5;
70212;COOPERATIVA MERCADO AGROPECUARIO LA VICTORIA;;AVE. S/N LINEA DEL FERROCARIL;28/06/2013;2313;5311;0;313;999;1;CNoA;08;5;
70213;COOPERATIVA MERCADO AGROPECUARIO LOS HERMANOS;;CALLE 283, ESQUINA A 270, LOCALIDAD WAJAY;28/06/2013;2313;5311;0;313;999;1;CNoA;08;5;
70214;COOPERATIVA TAXI RUTERO 1;CTR 1;MATADERO NO. 116 ENTRE NUEVA DEL PILAR Y FINAL;28/06/2013;2310;6021;0;151;999;1;CNoA;08;5;
70215;COOPERATIVA JUPITER;;AVE. 23 NO. 1218, ENTRE 12 Y 14.;29/06/2013;2302;5040;0;151;999;1;CNoA;08;5;
70216;COOPERATIVA NO AGROPECUARIA DE CONSTRUCCION Y MANTENIMIENTO 50 ANIVERSARIO;;CALLE 124 ENTRE AVE. 65 Y 67 S/N;29/06/2013;2202;4520;0;126;999;1;CNoA;08;5;
70217;COOPERATIVA DE TRANSPORTE DE PASAJEROS ARTEMISA;;CALLE 33 NO. 217 ENTRE 2-A Y 8;29/06/2013;2209;6021;0;151;999;1;CNoA;08;5;
70218;COOPERATIVA TAXI RUTERO 2;CTR 2;CALLE 272, ESQUINA A 27-A, SAN AGUSTIN;29/06/2013;2312;6021;0;151;999;1;CNoA;08;5;
