39855;LAZARO ACOSTA;ZONA LA LENA;2107;0215;3;131;03871;ANAP;09/11/1992;;;N
39856;PEDRO QUINTANA;HATO DE LAS VEGAS HERRADURA;2107;0213;5;131;03871;ANAP;09/11/1992;;;N
39857;RAUL MAQUEIRA;VIVANCO HERRADURA;2107;0215;3;131;03871;ANAP;09/11/1992;;;N
30473;JUANELO CASANUEVA;KM 8 CARRETERA VINALES;2108;0215;3;131;03872;2423;13/09/1901;;;N
30474;ERUNDINO MONTANET;KM 10 LUIS LAZO;2108;0215;3;131;03872;2424;13/09/1901;;;N
30475;ESTELO DIAZ;POBLADO DE OVAS;2108;0215;3;131;03872;2419;13/09/1901;;;N
30476;GRABIEL LACHE;KM 139 AUTOPISTA NACIONAL;2108;0215;3;131;03872;2420;13/09/1901;;;N
30477;CEFERINO FERNANDEZ;KM 8 CARRETERA LA COLOMA;2108;0215;3;131;03872;2421;13/09/1901;;;N
30478;ABEL SANTAMARIA;KM 3 CARRETERA EL GUAYABO;2108;0215;3;131;03872;2425;13/09/1901;;;N
30479;FRUCTUOSO RODRIGUEZ;KM 144 AUTOPISTA NACIONAL;2108;0215;3;131;03872;2422;13/09/1901;;;N
30480;PEDRO RODRIGUEZ;KM 14 CARRETERA LUIS LASO;2108;0213;4;131;03872;2426;13/09/1901;;;N
30573;GERVASIO HERNANDEZ SILVA;KM 8 CARRETERA A LA COLOMA;2108;0215;3;131;03872;4734;17/10/2005;;;N
36627;TRECE DE MARZO;ENTRONQUE DE OVAS;2108;0215;3;131;03872;ANAP;24/09/1979;;;N
36629;BENIGNO ACOSTA;KM 5 CARRETERA A LA COLOMA;2108;0215;3;131;03872;ANAP;24/09/1979;;;N
36632;CELESTINO PACHECO;MARCOS VAZQUEZ;2108;0215;3;131;03872;ANAP;24/09/1979;;;N
36634;CARLOS HIDALGO;KM 1 CARRETERA A SAN JUAN Y MARTI;2108;0215;3;131;03872;ANAP;24/09/1979;;;N
36638;PEDRO SAIDEN;KM 4 CARRETERA A LA COLOMA;2108;0215;3;131;03872;ANAP;24/09/1979;;;N
36639;GILBERTO BARCON;KM 8 CARRETERA A SAN JUAN Y MARTI;2108;0215;3;131;03872;ANAP;24/09/1979;;;N
36642;LAZARO ACOSTA;KM 2 CARRETERA LUIS LAZO;2108;0215;3;131;03872;ANAP;24/09/1979;;;N
36650;PEDRO TELLEZ;ENTRONQUE DE OVAS;2108;0215;3;131;03872;ANAP;24/09/1979;;;N
36652;JOSE M PEREZ;KM 4 CARRETERA A VINALES;2108;0215;3;131;03872;ANAP;24/09/1979;;;N
36654;JOSE M HERNANDEZ;PUNTA DE PALMA;2108;0215;4;131;03872;ANAP;24/09/1979;;;N
36814;FRANK PAIS;LOMA DEL GANZO;2108;0215;3;131;03872;ANAP;06/11/1984;;;N
36815;MARTIRES DEL CORINTHYA;KM 8 CARRETERA A SAN JUAN Y MARTI;2108;0215;3;131;03872;ANAP;06/11/1984;;;N
36816;AGUSTIN DE LA CRUZ;KM 13 CARRETERA A LA COLOMA;2108;0215;3;131;03872;ANAP;06/11/1984;;;N
36833;ORMANI ARENADO;CARRETERA LA COLOMA KM 15;2108;0213;4;131;03870;ANAP;15/04/1986;;;N
39895;HERMANOS SAIZ;KM 8 CARRETERA A LA COLOMA;2108;0215;3;131;03872;ANAP;23/02/1994;;;N
39988;17 DE MAYO;KM 12 CARRETERA A LA COLOMA;2108;0213;4;131;03872;ANAP;01/09/1995;;;N
30405;EUSEBIO GONZALEZ;LA ESPERANZA;2109;0215;3;131;03870;ANAP;07/07/1995;;;N
30417;GYEN VAN TROI;BARRIO BARRIGONA;2109;0213;4;131;03583;ANAP;09/07/1995;;;N
30418;CAMILO CIENFUEGOS;EL RETIRO;2109;0215;3;131;03870;ANAP;09/07/1995;;;N
30444;JOSE A LABRADOR;BARRIO GUAINACABO;2109;0215;3;131;03870;1706;20/11/2012;;;N
30446;LUIS FERRER;BARRIO LUENGO;2109;0215;3;131;03870;ANAP;30/08/1996;;;N
30447;JULIAN GRIMAU;KM 13 CARRETERA A LA COLOMA;2109;0215;3;131;03870;ANAP;30/08/1996;;;N
30467;LEOPOLDO TROCHE;EL COROJO;2109;0215;3;131;03870;ANAP;11/02/1998;;;N
30468;CAPITAN SAN LUIS;LA VIGIA;2109;0215;3;131;03870;ANAP;11/02/1998;;;N
30492;JOSE MACEO;EL RODEO;2109;0215;3;131;03870;1876;24/09/1903;;;N
30495;GERALDO VALDEZ;BARRIO FORTEZA;2109;0215;3;131;03870;1877;24/09/1903;;;N
36525;MARIANA GRAJALES;BARBACOA NO.2;2109;0215;3;131;03870;ANAP;18/09/1979;;;N
36529;SERGIO GONZALEZ;CARRETERA A PUNTA DE CARTAS;2109;0215;3;131;03870;ANAP;18/09/1979;;;N
36823;FRANCISCO BARRIOS;EL COROJO;2109;0215;3;131;03870;ANAP;15/04/1986;;;N
36826;RAMON LOPEZ PENA;RIO FEO;2109;0215;3;131;03870;1706;20/11/2012;;;N
36827;IGNACIO AGRAMONTE;RIO FEO;2109;0215;3;131;03870;ANAP;15/04/1986;;;N
36829;VIET NAM HEROICO;BARBACOA;2109;0215;3;131;03870;ANAP;15/04/1986;;;N
